ID;date;device;type;os;category;superCategory;time_spent;frequency
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2160;22
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1320;25
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;600;21
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;9
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;7
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Finance;Other;240;1
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;1
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Video;Entertainment;120;1
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;System;Other;120;3
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;5
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-05-22 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;60;1
hwyr5z1l;2023-05-22 00:00:00+00:00;tablet;app;ios;Video;Entertainment;540;1
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;4980;16
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Real Estate;Other;1320;1
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;540;25
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Mobility;Other;480;12
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;420;10
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Video;Entertainment;300;1
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;240;1
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;4
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;System;Other;120;3
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;2
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;3
hwyr5z1l;2023-05-23 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;420;8
hwyr5z1l;2023-05-23 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;720;1
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3240;18
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;720;22
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Food;Other;540;5
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;480;25
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;360;12
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;9
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Mobility;Other;300;6
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Navigation;Other;180;8
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;7
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Mobility;Other;180;3
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;8
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Mobility;Other;120;6
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Navigation;Other;120;5
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Sport;Other;120;1
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;2
hwyr5z1l;2023-05-24 00:00:00+00:00;phone;app;ios;News;Entertainment;60;6
hwyr5z1l;2023-05-24 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1680;1
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2760;14
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Video;Entertainment;1140;1
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1020;22
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Photos;Entertainment;600;9
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Mobility;Other;480;22
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;480;27
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Delivery;Other;360;4
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;3
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Sport;Other;180;3
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;2
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;1
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;4
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;News;Entertainment;60;4
hwyr5z1l;2023-05-25 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-05-25 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;8940;2
hwyr5z1l;2023-05-25 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;3540;1
hwyr5z1l;2023-05-25 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;360;1
hwyr5z1l;2023-05-25 00:00:00+00:00;tablet;app;ios;Video;Entertainment;360;1
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2160;14
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1320;18
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;900;16
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;780;5
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Mobility;Other;780;28
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Mobility;Other;540;13
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Photos;Entertainment;420;6
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;9
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;System;Other;300;6
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;News;Entertainment;300;14
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;7
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Social Media;Social Media;240;1
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;System;Other;60;7
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;60;1
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-05-26 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;2
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;960;9
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;5100;32
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;660;22
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;600;6
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Mobility;Other;540;11
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;540;11
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Photos;Entertainment;360;4
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;360;6
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;7
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;2
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Mobility;Other;240;3
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;4
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;9
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Sport;Other;120;4
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Finance;Other;120;1
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-05-27 00:00:00+00:00;phone;app;ios;Navigation;Other;120;1
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2400;16
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;News;Entertainment;360;8
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;300;18
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;60;1
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-05-28 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;4740;24
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Video;Entertainment;4320;8
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;1440;5
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;840;2
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;600;20
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;540;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;480;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;420;3
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;360;3
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;System;Other;360;6
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;7
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Photos;Entertainment;240;5
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;4
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;240;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;System;Other;120;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;News;Entertainment;120;3
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Mobility;Other;120;7
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Sport;Other;60;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Delivery;Other;60;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;3
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-05-29 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;540;1
hwyr5z1l;2023-05-29 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;420;1
hwyr5z1l;2023-05-29 00:00:00+00:00;tablet;app;ios;Photos;Entertainment;60;2
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;6600;7
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3600;17
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;2820;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;1380;18
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;780;17
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;660;38
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;600;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Social Media;Social Media;540;5
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;System;Other;420;9
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;4
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;300;3
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Mobility;Other;300;9
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;180;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Food;Other;180;3
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Finance;Other;120;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;120;4
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Video;Entertainment;120;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;120;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;3
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-05-30 00:00:00+00:00;phone;app;ios;Delivery;Other;60;5
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Video;Entertainment;4320;4
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2340;5
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;1260;1
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;1260;18
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;780;22
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;540;11
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Photos;Entertainment;480;12
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;420;1
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;300;1
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;2
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;System;Other;240;17
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Delivery;Other;180;12
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Mobility;Other;180;3
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;180;1
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;1
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Mobility;Other;120;6
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Mobility;Other;60;5
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Work;Study / Work ICT;60;7
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-05-31 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;60;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Video;Entertainment;6480;7
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2940;12
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;1080;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1080;20
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Social Media;Social Media;1020;15
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;900;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;660;16
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;420;8
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;300;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;9
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;240;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;10
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Mobility;Other;180;8
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;2
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;System;Other;120;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;1
hwyr5z1l;2023-06-01 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-01 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;8700;4
hwyr5z1l;2023-06-01 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;300;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Video;Entertainment;4920;3
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;2100;17
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;1860;15
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;1080;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1020;28
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;720;13
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;600;6
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;480;11
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Mobility;Other;240;7
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;240;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;120;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Mobility;Other;120;7
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;60;4
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Delivery;Other;60;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Mobility;Other;60;6
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;News;Entertainment;60;5
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-02 00:00:00+00:00;phone;app;ios;System;Other;60;2
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Video;Entertainment;7020;2
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;2520;8
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Translation;Other;1380;1
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;960;34
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;600;14
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;600;11
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;600;1
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;540;1
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Mobility;Other;540;22
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;480;1
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;360;1
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;8
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;3
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;System;Other;180;4
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;3
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;2
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Navigation;Other;60;2
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Mobility;Other;60;3
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-06-03 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;420;1
hwyr5z1l;2023-06-03 00:00:00+00:00;tablet;app;ios;Video;Entertainment;4380;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;4080;11
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;2340;8
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Video;Entertainment;2220;2
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;2100;9
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;System;Other;1680;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Video;Entertainment;1080;5
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;1080;17
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;900;17
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;840;12
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;5
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Mobility;Other;240;7
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;180;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;2
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;180;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-06-04 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-04 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;3540;22
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;3360;46
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;960;10
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Navigation;Other;900;5
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Navigation;Other;720;2
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;540;14
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Mobility;Other;480;7
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;180;1
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;180;1
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;120;1
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Mobility;Other;120;2
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;3
hwyr5z1l;2023-06-05 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
