ID;date;device;type;os;category;superCategory;time_spent;frequency
hwyr5z1l;2023-06-19 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;1500;5
hwyr5z1l;2023-06-19 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;420;3
hwyr5z1l;2023-06-19 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;300;1
hwyr5z1l;2023-06-19 00:00:00+00:00;tablet;app;ios;Video;Entertainment;180;1
hwyr5z1l;2023-06-19 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;1
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;480;34
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;1
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;1
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Mobility;Other;60;7
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;1
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;60;1
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Sport;Other;60;3
hwyr5z1l;2023-06-20 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-06-20 00:00:00+00:00;tablet;app;ios;Video;Entertainment;4560;1
hwyr5z1l;2023-06-20 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;2100;18
hwyr5z1l;2023-06-20 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;720;3
hwyr5z1l;2023-06-20 00:00:00+00:00;tablet;app;ios;Food;Other;240;1
hwyr5z1l;2023-06-20 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;180;2
hwyr5z1l;2023-06-20 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;60;2
hwyr5z1l;2023-06-20 00:00:00+00:00;tablet;app;ios;Mobility;Other;60;4
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;120;9
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Mobility;Other;60;3
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Mobility;Other;60;6
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Mobility;Other;60;2
hwyr5z1l;2023-06-21 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;1
hwyr5z1l;2023-06-21 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1560;2
hwyr5z1l;2023-06-21 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;360;4
hwyr5z1l;2023-06-21 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;300;1
hwyr5z1l;2023-06-21 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;180;21
hwyr5z1l;2023-06-21 00:00:00+00:00;tablet;app;ios;Music / Audio;Entertainment;120;7
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;2
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;2
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;1
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Mobility;Other;60;6
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;1
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Delivery;Other;60;2
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-06-22 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;21300;13
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;1260;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;900;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;240;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;System;Other;420;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;120;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;News;Entertainment;120;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;60;3
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;System;Other;60;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;60;1
hwyr5z1l;2023-06-22 00:00:00+00:00;tablet;app;ios;Finance;Other;60;1
hwyr5z1l;2023-06-23 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;3
hwyr5z1l;2023-06-23 00:00:00+00:00;phone;app;ios;Mobility;Other;240;10
hwyr5z1l;2023-06-23 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-23 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;3
hwyr5z1l;2023-06-23 00:00:00+00:00;phone;app;ios;Mobility;Other;60;5
hwyr5z1l;2023-06-23 00:00:00+00:00;phone;app;ios;News;Entertainment;60;2
hwyr5z1l;2023-06-23 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;2
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;12000;48
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;6000;6
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Video;Entertainment;2340;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;1800;4
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;540;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;420;7
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;360;4
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;360;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Music / Audio;Entertainment;300;14
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;120;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Video;Entertainment;60;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;System;Other;60;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Delivery;Other;60;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;2160;40
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1500;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;240;1
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Music / Audio;Entertainment;120;3
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Delivery;Other;60;2
hwyr5z1l;2023-06-23 00:00:00+00:00;tablet;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Mobility;Other;540;19
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;4
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;120;2
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;1
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-06-24 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-06-24 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;2160;40
hwyr5z1l;2023-06-24 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1500;1
hwyr5z1l;2023-06-24 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;240;1
hwyr5z1l;2023-06-24 00:00:00+00:00;tablet;app;ios;Music / Audio;Entertainment;60;3
hwyr5z1l;2023-06-24 00:00:00+00:00;tablet;app;ios;Delivery;Other;60;2
hwyr5z1l;2023-06-24 00:00:00+00:00;tablet;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-25 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;1
hwyr5z1l;2023-06-25 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;1
hwyr5z1l;2023-06-25 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;1
hwyr5z1l;2023-06-25 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;1
hwyr5z1l;2023-06-25 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1080;1
hwyr5z1l;2023-06-25 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;660;15
hwyr5z1l;2023-06-25 00:00:00+00:00;tablet;app;ios;Music / Audio;Entertainment;360;7
hwyr5z1l;2023-06-25 00:00:00+00:00;tablet;app;ios;Notes;Study / Work ICT;60;1
hwyr5z1l;2023-06-25 00:00:00+00:00;tablet;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;8
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;1
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Mobility;Other;60;5
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;5
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Mobility;Other;60;2
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;1
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Finance;Other;60;1
hwyr5z1l;2023-06-26 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;1
hwyr5z1l;2023-06-26 00:00:00+00:00;tablet;app;ios;Video;Entertainment;3180;18
hwyr5z1l;2023-06-26 00:00:00+00:00;tablet;app;ios;Video;Entertainment;2880;1
hwyr5z1l;2023-06-26 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;1980;4
hwyr5z1l;2023-06-26 00:00:00+00:00;tablet;app;ios;News;Entertainment;60;1
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;1
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;1
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Mobility;Other;120;4
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Social Media;Social Media;120;6
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;7
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;1
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-27 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-27 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1200;1
hwyr5z1l;2023-06-27 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1140;1
hwyr5z1l;2023-06-27 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;240;1
hwyr5z1l;2023-06-27 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;180;1
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;360;6
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;1
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;1
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;120;8
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Mobility;Other;60;4
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Mobility;Other;60;5
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-06-28 00:00:00+00:00;phone;app;ios;Mobility;Other;60;3
hwyr5z1l;2023-06-28 00:00:00+00:00;tablet;app;ios;Video;Entertainment;8220;1
hwyr5z1l;2023-06-28 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;2880;2
hwyr5z1l;2023-06-28 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;600;1
hwyr5z1l;2023-06-28 00:00:00+00:00;tablet;app;ios;Research;Study / Work ICT;180;1
hwyr5z1l;2023-06-28 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-28 00:00:00+00:00;tablet;app;ios;Photos;Entertainment;60;1
hwyr5z1l;2023-06-28 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;60;3
hwyr5z1l;2023-06-29 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;300;2
hwyr5z1l;2023-06-29 00:00:00+00:00;phone;app;ios;Mobility;Other;180;10
hwyr5z1l;2023-06-29 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;120;5
hwyr5z1l;2023-06-29 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-06-29 00:00:00+00:00;phone;app;ios;Navigation;Other;60;4
hwyr5z1l;2023-06-29 00:00:00+00:00;phone;app;ios;Health / Wellbeing;Other;60;1
hwyr5z1l;2023-06-29 00:00:00+00:00;phone;app;ios;Photos;Entertainment;60;3
hwyr5z1l;2023-06-29 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;11520;8
hwyr5z1l;2023-06-29 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;540;1
hwyr5z1l;2023-06-29 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;480;1
hwyr5z1l;2023-06-29 00:00:00+00:00;tablet;app;ios;Video;Entertainment;360;2
hwyr5z1l;2023-06-29 00:00:00+00:00;tablet;app;ios;System;Other;60;1
hwyr5z1l;2023-06-29 00:00:00+00:00;tablet;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Mobility;Other;240;18
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;180;1
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;2
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;180;11
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;3
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Mobility;Other;60;4
hwyr5z1l;2023-06-30 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;6240;5
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Video;Entertainment;3180;2
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1560;1
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;1260;9
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;960;1
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Music / Audio;Entertainment;960;1
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;360;1
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Notes;Study / Work ICT;240;1
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;120;2
hwyr5z1l;2023-06-30 00:00:00+00:00;tablet;app;ios;System;Other;60;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;360;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;Navigation;Other;60;2
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;System;Other;60;3
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-07-01 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-07-01 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;2340;4
hwyr5z1l;2023-07-01 00:00:00+00:00;tablet;app;ios;Video;Entertainment;2340;1
hwyr5z1l;2023-07-01 00:00:00+00:00;tablet;app;ios;Research;Study / Work ICT;300;1
hwyr5z1l;2023-07-01 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;120;2
hwyr5z1l;2023-07-01 00:00:00+00:00;tablet;app;ios;Music / Audio;Entertainment;60;3
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;System;Other;360;25
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;120;7
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;120;1
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;1
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;Notes;Study / Work ICT;60;1
hwyr5z1l;2023-07-02 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-07-02 00:00:00+00:00;tablet;app;ios;Video;Entertainment;1440;5
hwyr5z1l;2023-07-02 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;480;14
hwyr5z1l;2023-07-02 00:00:00+00:00;tablet;app;ios;Mobility;Other;60;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1500;25
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Video;Entertainment;1260;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;780;2
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Navigation;Other;300;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;240;14
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Mobility;Other;240;10
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Mobility;Other;120;2
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;60;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;System;Other;60;3
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;Research;Study / Work ICT;60;1
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-07-03 00:00:00+00:00;phone;app;ios;System;Other;60;1
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;900;9
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;600;3
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;540;15
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Mobility;Other;480;23
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;420;22
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;360;1
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Study / Learning;Study / Work ICT;120;2
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;120;1
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Social Media;Social Media;60;2
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;News;Entertainment;60;6
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;System;Other;60;4
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Contract;Other;60;1
hwyr5z1l;2023-07-04 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;1080;12
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;900;19
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;780;3
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Photos;Entertainment;660;9
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;360;1
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;System;Other;240;9
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;1
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;120;2
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Navigation;Other;120;4
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Real Estate;Other;120;2
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;System;Other;60;8
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;2
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;News;Entertainment;60;7
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Navigation;Other;60;1
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Shopping ;Entertainment;60;1
hwyr5z1l;2023-07-05 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;60;1
hwyr5z1l;2023-07-05 00:00:00+00:00;tablet;app;ios;Video;Entertainment;4620;1
hwyr5z1l;2023-07-05 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;1020;1
hwyr5z1l;2023-07-05 00:00:00+00:00;tablet;app;ios;System;Other;120;11
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;720;20
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;360;26
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;240;4
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Social Media;Social Media;180;4
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;180;1
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Navigation;Other;120;6
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;60;1
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Food;Other;60;1
hwyr5z1l;2023-07-06 00:00:00+00:00;phone;app;ios;Mail;Communication ICT;60;1
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Video;Entertainment;3900;4
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;960;1
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;60;2
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;System;Other;60;3
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Notes;Study / Work ICT;2760;8
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Web Browser / Search Machine ;Other;2640;1
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Shopping ;Entertainment;1200;1
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Study / Learning;Study / Work ICT;1020;1
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;System;Other;1020;5
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Mail;Communication ICT;180;1
hwyr5z1l;2023-07-06 00:00:00+00:00;tablet;app;ios;Messenger;Communication ICT;60;1
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Food;Other;780;7
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Messenger;Communication ICT;600;29
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Music / Audio;Entertainment;480;28
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;2
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Web Browser / Search Machine ;Other;240;1
hwyr5z1l;2023-07-07 00:00:00+00:00;phone;app;ios;Finance;Other;240;1
